部材ｺｰﾄﾞ,部材名,摘要,単位,数量,仕入値,売単価,価格3,価格4,部材符号,備考,調整値,小計ﾌﾗｸﾞ,端数処理,端数有効桁,工事種別,部屋区分,区分3,発注先区分,区分5,部材種類,明細表示ﾓｰﾄﾞ,合算名称,明細属性,構成ｺｰﾄﾞ,区分2補助,表示優先度,利益率,階層,区画ﾕﾆｰｸID,設備別区分
GENA5517520,＜ﾏﾅｯｸｽ＞ｶｳﾝﾀｰW560×D500×t30,見積あり 11/10,セット,1,8600,11170,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,3,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
GENA5517550,＜ﾏﾅｯｸｽ＞ｶｳﾝﾀｰW760×D200×t30,見積あり　11/10,セット,1,4900,6370,,,,,,,切り上げ,0.1,0,ﾄｲﾚ,21,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,2F,,造作工事（小計）
GENA5517030,現調・現施造作　09＜ﾏﾅｯｸｽ＞ｶｳﾝﾀｰW1502×D300×t30 R付,見積あり 11/10,セット,1,13500,17540,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
GENA5517040,現調・現施造作　10＜ﾏﾅｯｸｽ＞ｶｳﾝﾀｰW720×D100×ｔ30　R付,見積あり　11/10,セット,1,4200,5460,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,2,260,340,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,2F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,2,260,340,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,3,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,2,260,340,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,2F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,2,260,340,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,2F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,2,260,340,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,2,260,340,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,2,260,340,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,2,260,340,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,2,260,340,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
P-DSIC-26,木づくりカウンター下地桟（追加）,,本,2,260,340,,,,,,,,0,2,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,2F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,1.4,3260,4240,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,0.8,3260,4240,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,2F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,1.8,3260,4240,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,1.4,3260,4240,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,1.5,3260,4240,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,2F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,1.6,3260,4240,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,0.8,3260,4240,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,1.4,3260,4240,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,2F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,0.6,3260,4240,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,3,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,1F,,造作工事（小計）
P-DSIC-27,木づくりカウンター取付（追加）,,ｍ,1.75,3260,4240,,,,,,,,0,2,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｲﾝﾃﾘｱｶｳﾝﾀｰ,,,2F,,造作工事（小計）
PTE2PQQSBK,カウンター用スチールアングル２５０,,ケ,1,1800,2340,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
PTE2PQQSBK,カウンター用スチールアングル２５０,,ケ,1,1800,2340,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
PTE2PQQMBK,カウンター用スチールアングル３５０,,ケ,1,2240,2910,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
PTE2PQQMBK,カウンター用スチールアングル３５０,,ケ,1,2240,2910,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
PTE2PQQMBK,カウンター用スチールアングル３５０,,ケ,1,2240,2910,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
PTE2PQQLBK,カウンター用スチールアングル４７０,,ケ,1,6280,8160,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
PTE2PQQLBK,カウンター用スチールアングル４７０,,ケ,1,6280,8160,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
PTE2PQQLBK,カウンター用スチールアングル４７０,,ケ,1,6280,8160,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5516990,L字金物施工費,,セット,1,500,650,,,,,,,,0,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5516990,L字金物施工費,,セット,1,500,650,,,,,,,,0,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5516990,L字金物施工費,,セット,1,500,650,,,,,,,,0,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5516990,L字金物施工費,,セット,1,500,650,,,,,,,,0,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5516990,L字金物施工費,,セット,1,500,650,,,,,,,,0,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5516990,L字金物施工費,,セット,1,500,650,,,,,,,,0,0,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5516990,L字金物施工費,,セット,1,500,650,,,,,,,,0,0,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5516990,L字金物施工費,,セット,1,500,650,,,,,,,,0,0,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5517560,カウンター用スチールアングル３５０,,セット,-1,2240,2910,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5517560,カウンター用スチールアングル３５０,,セット,-1,2240,2910,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5517560,カウンター用スチールアングル３５０,,セット,-1,2240,2910,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5516970,現調・現施造作　03＜ﾏﾅｯｸｽ＞Ｌ型アングル４００,見積あり 11/10,セット,1,10300,13380,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5516970,現調・現施造作　03＜ﾏﾅｯｸｽ＞Ｌ型アングル４００,見積あり 11/10,セット,1,10300,13380,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5516970,現調・現施造作　03＜ﾏﾅｯｸｽ＞Ｌ型アングル４００,見積あり 11/10,セット,1,10300,13380,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5516980,現調・現施造作　04カウンター用スチールアングル４７０,,セット,-1,6280,8160,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5516980,現調・現施造作　04カウンター用スチールアングル４７０,,セット,-1,6280,8160,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5516980,現調・現施造作　04カウンター用スチールアングル４７０,,セット,-1,6280,8160,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,1F,,造作工事（小計）
GENA5517000,現調・現施造作　06＜ﾏﾅｯｸｽ＞L型アングル３１８,見積あり 11/10,セット,1,5600,7280,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5517000,現調・現施造作　06＜ﾏﾅｯｸｽ＞L型アングル３１８,見積あり 11/10,セット,1,5600,7280,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5517000,現調・現施造作　06＜ﾏﾅｯｸｽ＞L型アングル３１８,見積あり 11/10,セット,1,5600,7280,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5517010,現調・現施造作　07＜ﾏﾅｯｸｽ＞Ｌ型アングル２３８．５,見積あり 11/10,セット,1,3600,4680,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5517010,現調・現施造作　07＜ﾏﾅｯｸｽ＞Ｌ型アングル２３８．５,見積あり 11/10,セット,1,3600,4680,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5517020,現調・現施造作　08カウンター用スチールアングル２５０,,セット,-1,1800,2340,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
GENA5517020,現調・現施造作　08カウンター用スチールアングル２５０,,セット,-1,1800,2340,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,孫,,ｶｳﾝﾀｰｱﾝｸﾞﾙ,,,2F,,造作工事（小計）
R82012,石膏ボード１２ｔ,,枚,1,650,850,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,造作工事（小計）,,,,子,,木づくりｶｳﾝﾀｰ,,,2F,,造作工事（小計）
MSL02833B,木づくりカウンタートイレ・洗面用,ＭＢ,枚,1,5700,7410,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,造作工事（小計）,,,,子,,木づくりｶｳﾝﾀｰ,,,2F,,造作工事（小計）
K07AJ550,木づくりカウンター下地桟,栂30×50×3000,本,4,260,340,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,造作工事（小計）,,,,子,,木づくりｶｳﾝﾀｰ,,,2F,,造作工事（小計）
K06CAB0129,木づくりカウンター取付,,ｍ,0.9,3260,4240,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,造作工事（小計）,,,,子,,木づくりｶｳﾝﾀｰ,,,2F,,造作工事（小計）
GVD490051,HS階段手摺セット（3P+150）L(+下1段)2565分割,,セット,1,13760,17870,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,孫,,階段手摺HS,,,1F,,造作工事（小計）
K06AJ758,丸棒手摺ブラケット取付,,ケ所,8,220,290,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,孫,,階段手摺HS,,,1F,,造作工事（小計）
PKARIHA00661,（３Ｐ＋１５０）（Ｄ－Ｓ／Ｓ－Ｄ）Ｌ型セット＜シート貼り＞,,セット,1,161500,209740,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,階段HSﾍﾞﾘﾃｨｽ,,,1F,,造作工事（小計）
MSD02050BL,階段笠木ｔ７５壁用２４００,,本,1,12000,15590,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,階段HSﾍﾞﾘﾃｨｽ,,,1F,,造作工事（小計）
MSD02047BL,階段笠木ｔ７５壁用３７００,,本,1,18100,23510,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,階段HSﾍﾞﾘﾃｨｽ,,,1F,,造作工事（小計）
R82012,石膏ボード１２ｔ,,枚,1,650,850,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,階段HSﾍﾞﾘﾃｨｽ,,,1F,,造作工事（小計）
K06CAB418,階段組立（下地・取付造作）〔直・Ｌ階段〕,,ケ所,1,27870,36200,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,階段HSﾍﾞﾘﾃｨｽ,,,1F,,造作工事（小計）
K07CA0013,木材費：階段下地材（Ｒ）,,ケ所,1,5000,6500,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,階段HSﾍﾞﾘﾃｨｽ,,,1F,,造作工事（小計）
GENA5518900,見切縁９型（2018年価格改定）,、13*26*3950、材のみ（2本/1梱）、QPE14900□,本,1,1380,1800,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5510290,［工事費］アクセサリーミラー取付,、（引用：トイレ手洗い収納用鏡取付）,ケ所,1,1060,1380,,,,,,,,0,0,玄関,1,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5517120,【材別途】＜ｱｲﾘｽｵｰﾔﾏ＞壁掛けTV用金物　LＵＣＡ ＫＢＫ－８８Ｓ,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5519120,コーブ照明造作（クロス仕上）,コーブ照明Ｄ２００Ｈ１００,ｍ,5.5,3410,4430,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5516950,現調・現施造作　01　＜ｶﾜｼﾞｭﾝ＞ミラー　ＡＳ-５５９,河淳（株）2024/1/25,セット,1,10450,13580,,,,,,,切り上げ,0.1,0,玄関,1,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5517060,現調・現施造作　12　＜三和商会＞スガツネフック　SSF-10型,（株）三和商会　2024/1/22,セット,1,672,880,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5517060,現調・現施造作　12　＜三和商会＞スガツネフック　SSF-10型,（株）三和商会　2024/1/22,セット,1,672,880,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5517060,現調・現施造作　12　＜三和商会＞スガツネフック　SSF-10型,（株）三和商会　2024/1/22,セット,1,672,880,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5517060,現調・現施造作　12　＜三和商会＞スガツネフック　SSF-10型,（株）三和商会　2024/1/22,セット,1,672,880,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5517060,現調・現施造作　12　＜三和商会＞スガツネフック　SSF-10型,（株）三和商会　2024/1/22,セット,1,672,880,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5517060,現調・現施造作　12　＜三和商会＞スガツネフック　SSF-10型,（株）三和商会　2024/1/22,セット,1,672,880,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5517060,現調・現施造作　12　＜三和商会＞スガツネフック　SSF-10型,（株）三和商会　2024/1/22,セット,1,672,880,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5517060,現調・現施造作　12　＜三和商会＞スガツネフック　SSF-10型,（株）三和商会　2024/1/22,セット,1,672,880,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
P-DSIC-36,壁掛けTV用金具取付,前回合せ：支社指示11/2分,式,1,10000,13000,,,,,,,,0,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用造作,,,1F,,造作工事（小計）
GENA5518480,［工事費］ニッチ・壁面収納取付,,ケ所,1,2200,2860,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,3,,造作工事（小計）,,,,子,,汎用ﾆｯﾁ,,,1F,,造作工事（小計）
GENA5518480,［工事費］ニッチ・壁面収納取付,,ケ所,1,2200,2860,,,,,,,,0,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用ﾆｯﾁ,,,1F,,造作工事（小計）
GENA5518480,［工事費］ニッチ・壁面収納取付,,ケ所,1,2200,2860,,,,,,,,0,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用ﾆｯﾁ,,,1F,,造作工事（小計）
GENA5518470,［材料費］ニッチ　下地材,最小入力面積 ０．５㎡,㎡,0.5,1750,2280,,,,カウンター（有の場合）はカウンターで入力,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用ﾆｯﾁ,,,1F,,造作工事（小計）
GENA5518470,［材料費］ニッチ　下地材,最小入力面積 ０．５㎡,㎡,0.5,1750,2280,,,,カウンター（有の場合）はカウンターで入力,,,,0,0,洗面室,9,,造作工事（小計）,,,,子,,汎用ﾆｯﾁ,,,1F,,造作工事（小計）
GENA5518470,［材料費］ニッチ　下地材,最小入力面積 ０．５㎡,㎡,0.5,1750,2280,,,,カウンター（有の場合）はカウンターで入力,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,汎用ﾆｯﾁ,,,1F,,造作工事（小計）
P-DSIC-19,仕上材補足,,式,1,1500,2000,,,,,,,,0,0,洗面室,9,,造作工事（小計）,,,,子,,汎用ﾆｯﾁ,,,1F,,造作工事（小計）
GENA5516960,＜ﾏﾅｯｸｽ＞ﾊｰﾌｪﾚ棚受ｻﾎﾟｰﾄ　※金額はｶｳﾝﾀｰW1400×D180に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,棚ｶｳﾝﾀｰ造作汎用,,,2F,,造作工事（小計）
GENA5516960,＜ﾏﾅｯｸｽ＞ﾊｰﾌｪﾚ棚受ｻﾎﾟｰﾄ　※金額はｶｳﾝﾀｰW1400×D180に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,棚ｶｳﾝﾀｰ造作汎用,,,1F,,造作工事（小計）
GENA5516960,＜ﾏﾅｯｸｽ＞ﾊｰﾌｪﾚ棚受ｻﾎﾟｰﾄ　※金額はｶｳﾝﾀｰW1400×D180に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,棚ｶｳﾝﾀｰ造作汎用,,,2F,,造作工事（小計）
GENA5516960,＜ﾏﾅｯｸｽ＞ﾊｰﾌｪﾚ棚受ｻﾎﾟｰﾄ　※金額はｶｳﾝﾀｰW1400×D180に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,棚ｶｳﾝﾀｰ造作汎用,,,2F,,造作工事（小計）
