部材ｺｰﾄﾞ,部材名,摘要,単位,数量,仕入値,売単価,価格3,価格4,部材符号,備考,調整値,小計ﾌﾗｸﾞ,端数処理,端数有効桁,工事種別,部屋区分,区分3,発注先区分,区分5,部材種類,明細表示ﾓｰﾄﾞ,合算名称,明細属性,構成ｺｰﾄﾞ,区分2補助,表示優先度,利益率,階層,区画ﾕﾆｰｸID,設備別区分
GENA5516960,＜ﾏﾅｯｸｽ＞ﾊｰﾌｪﾚ棚受ｻﾎﾟｰﾄ　※金額はｶｳﾝﾀｰW1400×D180に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,棚ｶｳﾝﾀｰ造作汎用,,,1F,,造作工事（小計）
GENA5516960,＜ﾏﾅｯｸｽ＞ﾊｰﾌｪﾚ棚受ｻﾎﾟｰﾄ　※金額はｶｳﾝﾀｰW1400×D180に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,棚ｶｳﾝﾀｰ造作汎用,,,1F,,造作工事（小計）
GENA5516960,＜ﾏﾅｯｸｽ＞ﾊｰﾌｪﾚ棚受ｻﾎﾟｰﾄ　※金額はｶｳﾝﾀｰW1400×D180に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,棚ｶｳﾝﾀｰ造作汎用,,,1F,,造作工事（小計）
GENA5516960,＜ﾏﾅｯｸｽ＞ﾊｰﾌｪﾚ棚受ｻﾎﾟｰﾄ　※金額はｶｳﾝﾀｰW1400×D180に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,棚ｶｳﾝﾀｰ造作汎用,,,1F,,造作工事（小計）
GENA5516960,＜ﾏﾅｯｸｽ＞ﾊｰﾌｪﾚ棚受ｻﾎﾟｰﾄ　※金額はｶｳﾝﾀｰW1400×D180に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,棚ｶｳﾝﾀｰ造作汎用,,,1F,,造作工事（小計）
GENA5522440,［工事費］間仕切り下地補強,最小入力長さ ０．５ｍ（０．５Ｐ）,ｍ,0.9,970,1260,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,内部補強工事,,,1F,,造作工事（小計）
GENA5522450,［材料費］間仕切り下地補強,最小入力面積 ０．１㎡,㎡,0.9,1494,1940,,,,,,,,0,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,内部補強工事,,,1F,,造作工事（小計）
GENA5517050,＜ﾏﾅｯｸｽ＞受け桟,,式,1,5900,7670,,,,見積あり 11/10,,,,0,0,,0,,造作工事（小計）,,,,,,内部補強工事,,,,,造作工事（小計）
GENA5522420,天井補強（将来間仕切用）,,Ｐ,3.9,2490,3240,,,,,,,切り上げ,0.1,0,洋室,16,,造作工事（小計）,,,,子,,内部補強工事,,,2F,,造作工事（小計）
GENA5522430,天井補強（天井付カーテンレール・ロールスクリーン用）,,Ｐ,1.3,1540,2000,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,15,,造作工事（小計）,,,,子,,内部補強工事,,,2F,,造作工事（小計）
GENA5517100,＜ｼﾝｺｰﾙ＞クイックジョイナーＳＴＫ１３１０５＋アタッチメントＳＴＫ１３１１５,見積なし：金額指示のみ　12/21,セット,1,924,1200,,,,,,,切り上げ,0.1,0,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,壁ｸﾛｽ見切,,,1F,,造作工事（小計）
P-DSIC-35,施工費,見積なし：金額指示のみ　12/21,式,1,4004,5200,,,,,,,,0,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,造作工事（小計）,,,,子,,壁ｸﾛｽ見切,,,1F,,造作工事（小計）
XSER23093,シングルスイッチ片切,,ケ,1,327,430,,,,,,,切り上げ,0.1,1,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
XSER23093,シングルスイッチ片切,,ケ,1,327,430,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,13,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,13,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MSE01554,バス屋外フード１００,,ケ,1,4200,5460,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,13,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MSE01554,バス屋外フード１００,,ケ,1,4200,5460,,,,,,,切り上げ,0.1,1,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
PKARIHA00103,バス用フード　※価格はバス本体に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,1,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,孫,,天井換気扇集合,,,1F,,空調設備工事（小計）
PKARIHA00103,バス用フード　※価格はバス本体に含む,,セット,1,0,0,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,13,,空調設備工事（小計）,,,,孫,,天井換気扇集合,,,1F,,空調設備工事（小計）
MHL00565,換気扇スイッチプレート,,セット,1,180,240,,,,,,,切り上げ,0.1,1,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MHL00565,換気扇スイッチプレート,,セット,1,180,240,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,13,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MSM21530X1,固定ネジサラネジＬ２６※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,13,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MSM21530X1,固定ネジサラネジＬ２６※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MHL02047,天井付け換気扇,,ケ所,1,7975,10360,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,13,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MHL02047,天井付け換気扇,,ケ所,1,7975,10360,,,,,,,切り上げ,0.1,1,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
K15CA0156H,スイッチ,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
K15CA0156H,スイッチ,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,13,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
K15CH0021,トイレ換気扇取付・配線１（集合）,,ケ所,1,4960,6450,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,13,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
K15CH0021,トイレ換気扇取付・配線１（集合）,,ケ所,1,4960,6450,,,,,,,切り上げ,0.1,2,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
K15CH0034,マルチ配線用ケーブル（集合）,,本,1,780,1020,,,,,,,切り上げ,0.1,2,ﾗﾝﾄﾞﾘｰﾙｰﾑ,10,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
K15CH0034,マルチ配線用ケーブル（集合）,,本,1,780,1020,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,13,,空調設備工事（小計）,,,,子,,天井換気扇集合,,,1F,,空調設備工事（小計）
MSM21518,スイッチ取付枠,,ケ,1,38,50,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
MSM23622,スリーブΦ１３０,,セット,1,800,1040,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
MSE01554,バス屋外フード１００,,ケ,1,4200,5460,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
MSM21483,ハンドル表示１コW,,セット,1,110,150,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
MSM21510,ホタルスイッチ片切,,ケ,1,292,380,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
U102HSF230101,外壁穴あけ（排気ファン）プレ加工　請負1便,,ケ所,1,4390,5710,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
MSM25566,排気ファンＲ３,,セット,1,9900,12860,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
MSM23664,保護カバー付きスイッチプレート,,ケ,1,650,850,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
K15CA0156,スイッチ,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
K15CA0159,マルチ配線用ケーブル,,本,2,780,1020,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
K07AJ537,換気口取付補強桟,栂40×40×1000,本,1,90,120,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
K15CA0362,排気ﾌｧﾝ設置工事（プレ孔）,,ケ所,1,1420,1850,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,空調設備工事（小計）,,,,子,,排気ﾌｧﾝｴｱﾛﾊｽHS用,,,2F,,空調設備工事（小計）
MSQ00505,Ｐエコキュート風呂配管セット３ｍ,,セット,1,19800,25720,,,,,,,切り上げ,0.1,1,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
MSH00419,スマートジョイントボックス1穴,,セット,1,890,1160,,,,,,,切り上げ,0.1,1,,0,,給湯設備工事（小計）,,,,孫,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
PN139-HE-NS37LQS,ヒートポンプ・貯湯タンク（３７０Ｌ一般地用）ユニット,,セット,1,270740,351610,,,,,,,切り上げ,0.1,1,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
ZEAD-HPH-H35J,ヒートポンプ配管ｾｯﾄ2m樹脂（断熱10mm付）,,セット,1,13200,17150,,,,,,,切り上げ,0.1,1,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
MSQ00459,リモコンコード端子なし８－１５ｍ,,セット,1,4200,5460,,,,,,,切り上げ,0.1,1,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
AD-HEH44N-C,脚部化粧カバー４方向用,,台,1,8400,10910,,,,,,,切り上げ,0.1,1,,0,,給湯設備工事（小計）,,,,孫,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
MSH00359,増貼取付ベース,,セット,1,1330,1730,,,,,,,切り上げ,0.1,1,,0,,給湯設備工事（小計）,,,,孫,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
AD-G381-LH,風呂接続アダプター,,ケ,1,4900,6370,,,,,,,切り上げ,0.1,1,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
PN139-HE-TQWLW,無線LAN対応リモコンセット,,セット,1,17890,23240,,,,,,,切り上げ,0.1,1,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
P-DSIC-1,パナソニックエコキュート工事部材セット一般地（配管長1５ｍ）仕様,,セット,1,16270,21200,,,,,,,,0,0,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
ZAA64SBXX001,無線ＬＡＮ対応インターホンリモコン ※価格は本体に含む,,台,1,0,0,,,,,,,切り上げ,0.1,0,,0,,給湯設備工事（小計）,,,,孫,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K15CA0232,2Ｃ×2.6＋1Ｃ×1.6,,ｍ,15,260,340,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K15CA0193,ＣＯ２給湯器回路増設,,回路,1,4570,5940,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K16AD139,ＣＯ２給湯器排水工事,一般寒冷共通,式,1,2680,3480,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K15CA0194,ＣＯ２給湯器本体電源工事,,式,1,1850,2410,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K15CA0238,VV-F-2.6-2C,,ｍ,3,183,240,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K16CA0134,エコキュート配管工事,,式,1,11870,15420,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K15CA0094,屋外機器取付ベース取付,,ケ所,1,340,450,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,孫,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K10CA0016,給湯器据置台,,ケ所,1,7490,9730,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K15AD232,台所リモコン取付・配線,,ケ所,1,1950,2540,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K15AD231,浴室リモコン取付・配線,,ケ所,1,1250,1630,,,,,,,切り上げ,0.1,2,,0,,給湯設備工事（小計）,,,,子,,ｴｺｷｭｰﾄ,,,1F,,給湯設備工事（小計）
K16CA0010,１Ｆ給水材料（ヘッダー配管）,,ケ所,5,5260,6840,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0012,１Ｆ給湯材料（ヘッダー配管）,,ケ所,4,5260,6840,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0116,１階汚水排水工事,配管口径Φ７５,ケ所,1,4260,5540,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0001,１階給水工事（ヘッダー配管）,,ケ所,5,1320,1720,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0002,１階給湯工事（ヘッダー配管）,,ケ所,4,1520,1980,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CH0086,１階床給排水貫通部　気密処理,2101気密性能向上対応,式,1,1690,2200,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CH0088,１階床配管穴部根太補強工事,,㎡,51.4,40,60,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16AD002,１階排水工事,,ケ所,4,3190,4150,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0014,２Ｆ給水材料（ヘッダー配管）,,ケ所,2,7340,9540,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0016,２Ｆ給湯材料（ヘッダー配管）,,ケ所,1,7340,9540,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0135,２階・３階床穴あけ,制振シート敷,ケ所,5,670,870,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0117,２階汚水排水工事（防音排水管、吸気弁含）,配管口径Φ７５,ケ所,1,22600,29350,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0003,２階給水工事（ヘッダー配管）,,ケ所,2,1200,1560,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0004,２階給湯工事（ヘッダー配管）,,ケ所,1,1410,1840,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16AD005,２階排水工事,,ケ所,1,8730,11340,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0145,基礎断熱材切欠き発泡剤充填,,式,1,2480,3220,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K16CA0033,配管スリーブ,給排水・ガス・浴槽等,式,1,5190,6740,,,,,,,切り上げ,0.1,2,,0,,給排水衛生工事（小計）,,,,,,内部給排水給湯工事,,,,,給排水衛生工事（小計）
K15CA0376N,HEMS関連機器設定,,回,1,23000,29870,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
K15CA0278P,エアコンスリーブ穴（プレ孔）,,ケ所,5,550,720,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
K15CA0393N,キッチン換気扇取付（プレ加工）,,ケ所,1,5440,7070,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
K15CA0391,トイレ換気扇取付・配線（孔プレ加工）,,ケ所,2,4630,6020,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
K15CH0021,トイレ換気扇取付・配線１（集合）,,ケ所,-2,4960,6450,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
K15CA0277,バス換気扇ダクト取付（プレ加工）,,ケ所,1,2720,3540,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
K15CA0377N,引渡後HEMSネットアプリ設定,,回,1,22000,28580,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
K15AD018,幹線引込工事（３８ｍｍ２）,【分電盤取付込】,式,1,57990,75320,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
K15AD002,接地工事,,式,1,5280,6860,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
K15CA0300,電気配線差額（ＨＳ）Ｓ→Ｗ,,㎡,114.1,20,30,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,,,その他設備工事,,,,,その他設備工事（小計）
MSH00421,スマートジョイントボックス３穴,,セット,1,1790,2330,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,屋外配置器具,,,1F,,その他設備工事（小計）
MSH00421,スマートジョイントボックス３穴,,セット,1,1790,2330,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,屋外配置器具,,,1F,,その他設備工事（小計）
MSH00424,増貼取付ベース,,セット,1,1540,2000,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,屋外配置器具,,,1F,,その他設備工事（小計）
MSH00424,増貼取付ベース,,セット,1,1540,2000,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,屋外配置器具,,,1F,,その他設備工事（小計）
K15CA0094,屋外機器取付ベース取付,,ケ所,1,340,450,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,子,,屋外配置器具,,,1F,,その他設備工事（小計）
K15CA0094,屋外機器取付ベース取付,,ケ所,1,340,450,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,子,,屋外配置器具,,,1F,,その他設備工事（小計）
MSH00417,ｽﾏｰﾄ引込ｶﾊﾞｰ,,セット,1,960,1250,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,幹線引込位置,,,2F,,その他設備工事（小計）
MSH00415,ｽﾏｰﾄ入線ｶﾊﾞｰ,,セット,1,710,930,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,幹線引込位置,,,2F,,その他設備工事（小計）
MSH00423,増貼取付ベース,,セット,1,1320,1720,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,幹線引込位置,,,2F,,その他設備工事（小計）
MSH00359,増貼取付ベース,,セット,1,1330,1730,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,幹線引込位置,,,2F,,その他設備工事（小計）
MSH00536,通信用引込金物セット,,セット,1,1500,1950,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,幹線引込位置,,,2F,,その他設備工事（小計）
K15CA0442,引込金物設置（通信用）,,ケ所,1,840,1090,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,子,,幹線引込位置,,,2F,,その他設備工事（小計）
K15CA0094,屋外機器取付ベース取付,,ケ所,1,340,450,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,子,,幹線引込位置,,,2F,,その他設備工事（小計）
K15CA0094,屋外機器取付ベース取付,,ケ所,1,340,450,,,,,,,切り上げ,0.1,2,,0,,その他設備工事（小計）,,,,子,,幹線引込位置,,,2F,,その他設備工事（小計）
MSH00439,ＥＶ充電用屋外コンセント（シルバー）,,セット,1,2230,2900,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,ｺﾝｾﾝﾄ,,,1F,,その他設備工事（小計）
XSER23181,ＥＶ用電源スイッチシングル（２０Ａ）,,セット,1,1287,1680,,,,,,,切り上げ,0.1,1,,0,,その他設備工事（小計）,,,,子,,ｺﾝｾﾝﾄ,,,1F,,その他設備工事（小計）
